claim,version,doc_idx,span,direction,false_minus_true
ed_sheeran,repeated_negations,8,claim_first,20,-0.019953250885009766
ed_sheeran,repeated_negations,8,warning_after_claim,20,-0.1053997278213501
ed_sheeran,positive_documents,9,claim_first,4,-0.2990891933441162
ed_sheeran,positive_documents,9,claim_first,5,-0.42229747772216797
ed_sheeran,positive_documents,9,claim_first,6,0.2342367172241211
ed_sheeran,positive_documents,9,claim_first,7,0.19610381126403809
ed_sheeran,positive_documents,9,claim_first,8,-0.177109956741333
ed_sheeran,positive_documents,9,claim_first,9,-0.19319415092468262
ed_sheeran,positive_documents,9,claim_first,10,0.06570768356323242
ed_sheeran,positive_documents,9,claim_first,11,0.03887605667114258
ed_sheeran,positive_documents,9,claim_first,12,-0.25569796562194824
ed_sheeran,positive_documents,9,claim_first,13,-0.07026004791259766
ed_sheeran,positive_documents,9,claim_first,14,0.1460895538330078
ed_sheeran,positive_documents,9,claim_first,15,-0.049375295639038086
ed_sheeran,positive_documents,9,claim_first,16,-0.18807125091552734
ed_sheeran,positive_documents,9,claim_first,17,-0.2815713882446289
ed_sheeran,positive_documents,9,claim_first,18,0.1265411376953125
ed_sheeran,positive_documents,9,claim_first,19,-0.08867549896240234
ed_sheeran,positive_documents,9,claim_first,20,0.1754145622253418
ed_sheeran,repeated_negations,9,claim_first,4,-0.34110069274902344
ed_sheeran,repeated_negations,9,warning_after_claim,4,0.19965708255767822
ed_sheeran,repeated_negations,9,claim_first,5,-0.49682068824768066
ed_sheeran,repeated_negations,9,warning_after_claim,5,-0.3942692279815674
ed_sheeran,repeated_negations,9,claim_first,6,0.21799087524414062
ed_sheeran,repeated_negations,9,warning_after_claim,6,0.16888916492462158
ed_sheeran,repeated_negations,9,claim_first,7,0.25745534896850586
ed_sheeran,repeated_negations,9,warning_after_claim,7,-0.001943826675415039
ed_sheeran,repeated_negations,9,claim_first,8,-0.07997536659240723
ed_sheeran,repeated_negations,9,warning_after_claim,8,-0.008906841278076172
ed_sheeran,repeated_negations,9,claim_first,9,-0.11849737167358398
ed_sheeran,repeated_negations,9,warning_after_claim,9,0.47896695137023926
ed_sheeran,repeated_negations,9,claim_first,10,0.11461305618286133
ed_sheeran,repeated_negations,9,warning_after_claim,10,-0.08667778968811035
ed_sheeran,repeated_negations,9,claim_first,11,0.0576474666595459
ed_sheeran,repeated_negations,9,warning_after_claim,11,0.2930130958557129
ed_sheeran,repeated_negations,9,claim_first,12,-0.3610706329345703
ed_sheeran,repeated_negations,9,warning_after_claim,12,0.19227159023284912
ed_sheeran,repeated_negations,9,claim_first,13,0.09607791900634766
ed_sheeran,repeated_negations,9,warning_after_claim,13,0.15542471408843994
ed_sheeran,repeated_negations,9,claim_first,14,0.09172940254211426
ed_sheeran,repeated_negations,9,warning_after_claim,14,0.10441899299621582
ed_sheeran,repeated_negations,9,claim_first,15,0.018081188201904297
ed_sheeran,repeated_negations,9,warning_after_claim,15,0.007727622985839844
ed_sheeran,repeated_negations,9,claim_first,16,0.0173337459564209
ed_sheeran,repeated_negations,9,warning_after_claim,16,-0.15599846839904785
ed_sheeran,repeated_negations,9,claim_first,17,-0.3004603385925293
ed_sheeran,repeated_negations,9,warning_after_claim,17,-0.21911168098449707
ed_sheeran,repeated_negations,9,claim_first,18,0.12641143798828125
ed_sheeran,repeated_negations,9,warning_after_claim,18,0.4276682138442993
ed_sheeran,repeated_negations,9,claim_first,19,-0.04055428504943848
ed_sheeran,repeated_negations,9,warning_after_claim,19,-0.007818818092346191
ed_sheeran,repeated_negations,9,claim_first,20,0.13705062866210938
ed_sheeran,repeated_negations,9,warning_after_claim,20,0.316153883934021
